median_income,h3
42342.38,8426137ffffffff
48439.76,84266ddffffffff
54212.24,8426209ffffffff
59520.23,8426e2bffffffff
49573.44,8426e01ffffffff
59366.59,8426e07ffffffff
54233.49,84261d1ffffffff
54867.42,84262a3ffffffff
52006.08,8426a89ffffffff
55911.22,8426a81ffffffff
87348.35,842683bffffffff
42139.31,8427733ffffffff
35981.33,8426597ffffffff
42131.94,8426f27ffffffff
64426.2,84275c3ffffffff
57525.29,8426f37ffffffff
41587,8426e8bffffffff
50161.77,84260bbffffffff
46762.15,8426e87ffffffff
51768.25,8426523ffffffff
61959.76,8426927ffffffff
68934.94,842674dffffffff
53380.72,842672dffffffff
49164.31,8426e1dffffffff
59836.72,8426247ffffffff
55692.64,8426241ffffffff
57743.56,84274bbffffffff
55384.33,8426f0dffffffff
52107.08,8426f09ffffffff
53205.29,8427463ffffffff
44166.24,8426debffffffff
47950.91,8426de1ffffffff
48768.62,84266c7ffffffff
60302.87,84271a7ffffffff
58022.48,8426569ffffffff
57540.52,84271a5ffffffff
50809.25,8427a9bffffffff
60060.56,84262bbffffffff
53694.43,84278bbffffffff
51552.98,8427895ffffffff
54426.09,84278b1ffffffff
50084.38,84278b9ffffffff
56451.39,8427883ffffffff
50646.72,8427887ffffffff
58743.68,84278bdffffffff
54219.37,8427897ffffffff
42847.63,8427637ffffffff
45991.03,8426d33ffffffff
52257.89,8427495ffffffff
46340,8427543ffffffff
43784.51,842746dffffffff
48999.96,8426687ffffffff
43284.41,8426e95ffffffff
47794.06,842651dffffffff
54637.09,84275a1ffffffff
55952.3,84274cbffffffff
77483.44,8427597ffffffff
77153.05,8426817ffffffff
60582.81,842646bffffffff
60350.86,84261abffffffff
57251.69,84266a1ffffffff
94070.15,8426c81ffffffff
83634.71,84262c1ffffffff
48174.15,8426c31ffffffff
45766.91,8426c3dffffffff
49187.45,8426c2bffffffff
47604.29,8426e67ffffffff
53379.19,8426d95ffffffff
60889.12,8427813ffffffff
73578.98,8427819ffffffff
53124.59,842781dffffffff
62625,8427811ffffffff
66582.5,842781bffffffff
52885.17,8427817ffffffff
59867.83,8426445ffffffff
53635.92,8426c03ffffffff
46713.09,8426515ffffffff
58113.03,8426005ffffffff
50839.77,84278a1ffffffff
51389.75,84279d3ffffffff
52671.84,84278a5ffffffff
52460.29,84278adffffffff
61881.86,84279dbffffffff
73305.82,842799bffffffff
47989.4,84278a9ffffffff
63402.19,84278e7ffffffff
72586.94,84278a7ffffffff
52200.7,8427999ffffffff
52274.56,84275adffffffff
61678.45,84262e1ffffffff
57228.33,84260cbffffffff
57006.28,8426c33ffffffff
64013.97,84262b1ffffffff
43049.52,8426ec3ffffffff
48473.15,84261b7ffffffff
62872.34,84262adffffffff
58385.11,8426053ffffffff
44369.29,8426721ffffffff
47761.44,842755dffffffff
47027,8427555ffffffff
51146.13,8426c4bffffffff
47117.6,84270b3ffffffff
47444.41,84270b7ffffffff
55352.39,8426c55ffffffff
50641.61,8426f43ffffffff
59038.53,8426f47ffffffff
56108.49,8426e47ffffffff
56641.69,8426887ffffffff
51387.73,8427893ffffffff
55749,8427891ffffffff
57020.7,842616dffffffff
43094.05,842789bffffffff
62646.63,8426b3dffffffff
62833,842686dffffffff
60006.7,8426865ffffffff
62833,8426b17ffffffff
62771.31,8426b3bffffffff
65893.08,8426b1bffffffff
61837.2,8426861ffffffff
63332.92,8426b15ffffffff
63602.03,8426b11ffffffff
64073.4,8426b33ffffffff
62833,8426b13ffffffff
71205.32,8426959ffffffff
64317.94,8426869ffffffff
68461.33,8426845ffffffff
62784.6,8426b31ffffffff
99453.61,842696bffffffff
42053.41,8426ebbffffffff
52909.91,842623dffffffff
61578.73,8426557ffffffff
62393.52,84266d1ffffffff
43214.05,8427965ffffffff
49555.71,8427963ffffffff
52495.68,84261c7ffffffff
52207.51,84261c1ffffffff
60756.45,842675bffffffff
56904.21,8426001ffffffff
59312.01,8426007ffffffff
50004.32,8426ab7ffffffff
51438.72,84268ddffffffff
48768.2,84268d5ffffffff
54740.92,84260c9ffffffff
70675.26,8426629ffffffff
52650.64,84260b1ffffffff
60926.48,84260b7ffffffff
44701.44,84265d5ffffffff
43083.17,8426ebdffffffff
54704.92,84266c3ffffffff
54648.37,84264d5ffffffff
51158.23,8427563ffffffff
65284.86,8426adbffffffff
56900.51,8426ad1ffffffff
56718.36,8426ad7ffffffff
65169.87,8426ad3ffffffff
65676.39,8426057ffffffff
57606.72,8426027ffffffff
65072.79,8426623ffffffff
71757.41,842662bffffffff
52725.62,8426719ffffffff
49050.1,8426c07ffffffff
47973.07,8426549ffffffff
35098.23,84265c1ffffffff
39756.87,84265c9ffffffff
62629.07,8426dbbffffffff
51399.12,8426db9ffffffff
49601.87,842643bffffffff
66811.76,84279e3ffffffff
58001.97,84279a9ffffffff
80830.36,8426745ffffffff
62001.25,84271d9ffffffff
62518.56,84275cdffffffff
53477.87,84266b1ffffffff
55046.63,84266e7ffffffff
59540.09,842695bffffffff
71081.09,842695dffffffff
76516.36,8426951ffffffff
52224.87,842608bffffffff
62713.5,8426c0dffffffff
38561.71,8426157ffffffff
56983.42,8426151ffffffff
46939.55,8426a93ffffffff
48971.24,8426a97ffffffff
59442.57,8426f45ffffffff
45977.95,8426a91ffffffff
52980.52,842708bffffffff
57446.53,8427083ffffffff
53078.8,84270d7ffffffff
55220.58,842709dffffffff
52977,84270d5ffffffff
61122.03,8427099ffffffff
56439.15,8427425ffffffff
55070.96,8426095ffffffff
63006.07,842666dffffffff
54791.71,8427497ffffffff
42538.9,84276a9ffffffff
42740.84,8426485ffffffff
54468.2,8426e09ffffffff
65226.49,8426551ffffffff
39569.61,8426585ffffffff
44026.96,84264bbffffffff
59501.06,8426cb5ffffffff
55015.43,8426255ffffffff
60018.11,8427539ffffffff
67785.01,8426839ffffffff
65278.25,8427535ffffffff
46663.41,8427945ffffffff
82801.28,8427591ffffffff
51707.78,84260c5ffffffff
43036.95,84270b5ffffffff
46281.03,84270bdffffffff
56658.42,84260edffffffff
53212.95,8426403ffffffff
64325.7,8426de7ffffffff
44026.65,8426363ffffffff
60077.81,8426665ffffffff
71399.65,84264d9ffffffff
77727.43,8426219ffffffff
76632.33,84271bbffffffff
66235.71,8426d11ffffffff
52712.7,8426d17ffffffff
61567.77,84268e5ffffffff
64099.7,84269d9ffffffff
72156.88,8427a8dffffffff
74522.75,8427ac7ffffffff
66600.08,8427aebffffffff
67198.67,84262e9ffffffff
82093.98,84268c7ffffffff
85706.47,8427525ffffffff
65987.41,842683dffffffff
71441.35,842614bffffffff
55986.85,8426149ffffffff
56035.79,842615dffffffff
48007.74,8426141ffffffff
46495.04,8426143ffffffff
69812.19,8426337ffffffff
73216.74,8426563ffffffff
68465.75,8426825ffffffff
58027.19,8426821ffffffff
67693.55,8426d03ffffffff
71239.53,8426d1dffffffff
51096.32,8426d0bffffffff
56267.19,8426f6bffffffff
68052.05,8426043ffffffff
68397.05,8426009ffffffff
65939.12,8426355ffffffff
69054.78,8426351ffffffff
71331.29,8426357ffffffff
83872.73,842626dffffffff
51190.23,8426dc9ffffffff
63400.21,8426dc1ffffffff
41609.91,842653dffffffff
58217.81,84262dbffffffff
41682.92,84266bdffffffff
48256.44,8427567ffffffff
49817.82,842669dffffffff
55557.82,8426f05ffffffff
56081.7,8426f63ffffffff
60112.73,8426ce3ffffffff
62635.76,8427725ffffffff
54631.41,842772dffffffff
41625.72,8426487ffffffff
52283.83,8426037ffffffff
55360.67,8426031ffffffff
58569.94,8426045ffffffff
55772.16,8426047ffffffff
57730.4,8426807ffffffff
48670.27,842682bffffffff
62019.59,8426447ffffffff
53010.37,8426225ffffffff
66714.2,8426353ffffffff
39288.55,84268b7ffffffff
32559.56,84268b5ffffffff
32854.68,84268b3ffffffff
57545.16,8426f3dffffffff
53265.26,8427507ffffffff
53924.97,8426415ffffffff
58275.47,84278edffffffff
51811.76,842783bffffffff
52985.29,84278e9ffffffff
48367.76,8427815ffffffff
58310.36,8426d19ffffffff
57980.13,8426039ffffffff
59452.33,842600dffffffff
55748.17,842606bffffffff
40098.97,8426cd9ffffffff
69397.86,842626bffffffff
41354.02,842793bffffffff
46668.88,8427933ffffffff
41524.4,84265dbffffffff
41756.53,84274c9ffffffff
40360.71,84265b7ffffffff
39769.32,8426483ffffffff
57668.51,8426ea9ffffffff
64784.84,8426cb1ffffffff
64547.21,8426c2dffffffff
55484.99,8426c29ffffffff
54621.66,8426c21ffffffff
58744.03,8426767ffffffff
58478.06,8426b57ffffffff
42208.68,84276a3ffffffff
60260.13,842605dffffffff
70957.42,84275d5ffffffff
47399.37,84261bbffffffff
52947.11,8426195ffffffff
37076.62,842669bffffffff
49806.18,84279e5ffffffff
53025.59,8426c51ffffffff
61976.78,84279e7ffffffff
61565.11,8426341ffffffff
70051.22,842634bffffffff
68501.24,84271b7ffffffff
59097.89,842635dffffffff
55844.67,8426181ffffffff
58209.91,842618bffffffff
32923.02,84269b3ffffffff
39812.07,84269b1ffffffff
60879.92,842605bffffffff
48553.93,842755bffffffff
40737.81,8426105ffffffff
44889.87,8426e9dffffffff
70078.04,8427abdffffffff
78199.05,8427ab5ffffffff
93819.03,8427aa3ffffffff
95523.86,8427aabffffffff
27787.01,842610bffffffff
36806.11,8426103ffffffff
54228.79,8426e2dffffffff
43781.49,8426593ffffffff
59235.37,84260a5ffffffff
52282.13,842619bffffffff
59522.46,8426199ffffffff
55266.12,84262a5ffffffff
65108.58,8426019ffffffff
64659.22,84260ebffffffff
66006.52,8426493ffffffff
59574.95,84260d7ffffffff
34892.12,84265c3ffffffff
71680.72,8427583ffffffff
48290.37,8426a8bffffffff
60174.01,8426a85ffffffff
57562.57,842746bffffffff
44108.57,8426e81ffffffff
56800.16,8426e19ffffffff
68190.09,8426a39ffffffff
48099.28,8426a15ffffffff
21733.75,84269a7ffffffff
46313.45,84269a5ffffffff
38466.53,84264b1ffffffff
52416.15,842693dffffffff
54793.26,8427905ffffffff
50657.43,8427907ffffffff
44287.83,842793dffffffff
49014.63,842792bffffffff
37231.88,84265cbffffffff
46120.87,8426d8dffffffff
38398.36,8426de3ffffffff
47207.72,8426d85ffffffff
37868.15,8426cdbffffffff
50870.59,8426cd1ffffffff
46377.19,84266bbffffffff
38875.94,84268a3ffffffff
55581.41,8426a5bffffffff
56315.73,8426a59ffffffff
60288.96,8427ae1ffffffff
60074,8427ae9ffffffff
78945.38,8427ae3ffffffff
85040.07,8427ae7ffffffff
50554.07,8426541ffffffff
62953.76,8426041ffffffff
55330.28,842604dffffffff
59782.73,84262d3ffffffff
55006.95,8426681ffffffff
58318,8427553ffffffff
57053.06,8426983ffffffff
62321.08,842698bffffffff
50541.93,842688dffffffff
58984.47,8426251ffffffff
52175.82,8426191ffffffff
39655.18,8426197ffffffff
51423.91,8426193ffffffff
49459.73,8426cc5ffffffff
42949.82,84264ebffffffff
53852.07,8426499ffffffff
63622.69,84264d7ffffffff
74786.87,8426753ffffffff
70298.16,8426359ffffffff
61907.36,84271b1ffffffff
71992.92,84271b5ffffffff
41774.77,8426e99ffffffff
45920.48,8427467ffffffff
54243.92,8426939ffffffff
51063,8426411ffffffff
57706.89,84261c9ffffffff
68930.45,84275a3ffffffff
69244.73,84275e5ffffffff
25949.65,84269b5ffffffff
51256.61,8427515ffffffff
57168.43,8427937ffffffff
68315.4,8427093ffffffff
59315.16,8426529ffffffff
69525.3,84261a9ffffffff
75185.11,842644dffffffff
55298.67,8426805ffffffff
59308.59,8426c43ffffffff
59486.34,8427ad3ffffffff
63174.29,842619dffffffff
49576.62,84269b9ffffffff
89937.6,8427a85ffffffff
103283.49,8427aa9ffffffff
69346.96,84260adffffffff
62565.54,8426f15ffffffff
64202.17,8427ab3ffffffff
68282.41,842656dffffffff
50113.42,84276adffffffff
54409.62,8426d31ffffffff
56612.16,8426d3bffffffff
55002.5,84278c5ffffffff
53565.48,84278cdffffffff
71781.61,8427aa7ffffffff
31265.8,8426d27ffffffff
31872.57,8426d25ffffffff
48253.43,8426495ffffffff
62203.31,84261dbffffffff
44549.26,8426427ffffffff
40612.22,8426503ffffffff
51486.36,8426543ffffffff
57097.5,84271abffffffff
63889.33,8426c63ffffffff
55942.53,8426c67ffffffff
52737.06,84275a5ffffffff
67496.67,8426aabffffffff
64647.65,8426aa9ffffffff
77870.09,8426ae7ffffffff
69303.56,8426aadffffffff
68359.31,8426aa1ffffffff
79683.78,842685bffffffff
48094.49,842602bffffffff
64508.46,8426e5dffffffff
65685.34,8426e59ffffffff
56105.35,84260b3ffffffff
52830.37,8427633ffffffff
65089.46,84262d5ffffffff
55850.41,8427517ffffffff
56566.69,8426ae9ffffffff
42232.92,842632dffffffff
39877.74,8426325ffffffff
45816.4,8426321ffffffff
50772.33,84278d3ffffffff
49128.16,84278dbffffffff
45425.65,8426d87ffffffff
60427.64,8426dddffffffff
43508.82,8426dc3ffffffff
52794.31,842756dffffffff
44930.55,8426727ffffffff
55434.5,8426cebffffffff
47655.89,8426d41ffffffff
53432.31,8426d47ffffffff
71973.81,842600bffffffff
46071.36,84279d5ffffffff
47425.16,84279c3ffffffff
45507.71,8427989ffffffff
57605.69,84279c7ffffffff
68421.06,842798dffffffff
58194.95,8426281ffffffff
48237.92,8426d4bffffffff
58993.9,8426e55ffffffff
65518.55,8426e51ffffffff
60346.43,84268edffffffff
89635.72,84268e9ffffffff
46305.43,8426425ffffffff
51342.38,8426f5dffffffff
64931.51,842748bffffffff
51233.99,8426107ffffffff
51625.55,84261edffffffff
39913.46,8426101ffffffff
51393.1,84261e1ffffffff
50515.52,84261e9ffffffff
51737.77,8426ea5ffffffff
59584.46,8426313ffffffff
53883.49,8426c37ffffffff
62404.68,84261d7ffffffff
56842.95,84278d7ffffffff
56968.32,842789dffffffff
56223.87,8427899ffffffff
54830.74,84278d1ffffffff
61667.23,8426611ffffffff
60724.31,84271b9ffffffff
52319.46,84271bdffffffff
73675.27,8426a49ffffffff
76964,8426a4dffffffff
86698.54,8426a41ffffffff
63615.64,84278a3ffffffff
74090.36,8427993ffffffff
60997.9,8427095ffffffff
87390.86,8426a45ffffffff
74908.22,8427435ffffffff
50911.67,84269c3ffffffff
58573.57,8426c3bffffffff
65691.01,8426011ffffffff
57448.13,8426999ffffffff
34172.64,84265e1ffffffff
46605.3,8426ee5ffffffff
61654.99,8426003ffffffff
52825.71,842654dffffffff
44837.66,8426ad9ffffffff
47713.89,84261e5ffffffff
67990.81,84261e7ffffffff
39804.62,84265d1ffffffff
52012.8,8426f6dffffffff
55401.05,8426f61ffffffff
67792.22,8426291ffffffff
52575.94,8426365ffffffff
45751.92,8426367ffffffff
53359.44,84278d9ffffffff
39149.32,8426e17ffffffff
45708.1,8426eedffffffff
58183.12,84262d7ffffffff
56707.26,8426e43ffffffff
62980.34,8427513ffffffff
62840.06,8426b35ffffffff
58712.15,8426751ffffffff
76042.2,8426b37ffffffff
64083.8,8426239ffffffff
59853.54,84266c5ffffffff
53823.09,8426da9ffffffff
51908.01,8426dadffffffff
62478.25,8426c8dffffffff
47985.44,842794dffffffff
48505.95,84261b3ffffffff
47385.26,8426e6dffffffff
49192.74,84268bbffffffff
70360,8426293ffffffff
60354.07,8426769ffffffff
53218.67,8426cbbffffffff
80398.53,8426ca3ffffffff
81633.91,8426565ffffffff
62792.59,8426183ffffffff
58063.17,8426c5dffffffff
65690.47,84275c9ffffffff
65865.35,84271c3ffffffff
80629.47,8427aa1ffffffff
79042.89,8427aadffffffff
72523.91,8426405ffffffff
80424.29,8426b65ffffffff
68731.79,8426b67ffffffff
64810.62,8426401ffffffff
71258.74,84271b3ffffffff
64418.52,8427921ffffffff
71307.83,8427927ffffffff
85053.51,8426969ffffffff
52426.32,842653bffffffff
62554.98,8426059ffffffff
93885.15,84274d3ffffffff
42027.6,8426423ffffffff
36860.65,84265e9ffffffff
60158.37,84262abffffffff
73030.76,8427997ffffffff
73846,8426a61ffffffff
79565.92,8426a6bffffffff
73846,8426a69ffffffff
63529.65,8426a63ffffffff
78728.08,8426a67ffffffff
67257.44,8427589ffffffff
54674.05,8426029ffffffff
56420.73,8426763ffffffff
47520.6,8426125ffffffff
47159.21,8426a1bffffffff
48280.64,8426127ffffffff
103354.04,84262cdffffffff
46844.74,8426d99ffffffff
42968.31,8426133ffffffff
72757.37,842748dffffffff
46662.99,842742dffffffff
43148.23,8426e9bffffffff
69525.19,8426aa3ffffffff
44362.89,8427947ffffffff
50957.94,8427941ffffffff
47419,8427b27ffffffff
51946.08,84266b3ffffffff
62387.1,84278b3ffffffff
62779,842660dffffffff
60709.52,8426633ffffffff
55631.89,84271a3ffffffff
49377.49,8426891ffffffff
50534.56,8426893ffffffff
52277.88,8426895ffffffff
50643.83,84268b9ffffffff
65486.57,84279a1ffffffff
58058.58,8426759ffffffff
69238.26,8427ad7ffffffff
38078.62,8426eb3ffffffff
74164.31,842694bffffffff
52851.25,8426943ffffffff
63439.07,8426949ffffffff
50073.61,84261a5ffffffff
44327.54,8426a9bffffffff
45490.33,84268bdffffffff
51527.86,8426ab1ffffffff
68239.4,8426ab5ffffffff
57170.42,8426abdffffffff
47572.05,8426dedffffffff
49900.11,84274c1ffffffff
56140.91,8426c99ffffffff
48779.28,8426d57ffffffff
41094.78,8426581ffffffff
64267.25,8427191ffffffff
47507.94,8426849ffffffff
58348.5,8426a23ffffffff
67613.3,8426a27ffffffff
44250.67,842684bffffffff
72701.05,8426a3dffffffff
51681.9,8426a35ffffffff
61306.36,842685dffffffff
58129.07,8426841ffffffff
50904.08,842719bffffffff
95606,8426a47ffffffff
89235.04,8426a0dffffffff
41261.25,8426c23ffffffff
57590.35,8426e8dffffffff
42349.26,8427943ffffffff
66780.83,8426859ffffffff
58407.83,8426855ffffffff
64078.98,8426a37ffffffff
64459.36,8426a31ffffffff
64698.62,8426851ffffffff
49698.14,84261b5ffffffff
66211.25,842664bffffffff
47127.75,842750bffffffff
64191.05,8426e57ffffffff
67014.03,84266dbffffffff
53329.12,8427547ffffffff
74145.14,84262c5ffffffff
47730.37,8426d1bffffffff
55624.84,8426c25ffffffff
53807.44,84261cbffffffff
49704.59,8426469ffffffff
36266.31,8426693ffffffff
57750.78,8427aedffffffff
56345.6,842785bffffffff
59749.9,8426c95ffffffff
62264.9,84274b9ffffffff
55781.37,84270b9ffffffff
56881.13,8427923ffffffff
71269.05,84275ddffffffff
62668.27,8426c65ffffffff
68653.31,842635bffffffff
48421.98,84264a9ffffffff
63967.07,84264ddffffffff
56382.5,842625dffffffff
48531.66,8426e65ffffffff
43271.37,8426c27ffffffff
47680.26,8426e69ffffffff
46302.47,8426e61ffffffff
53150.78,8426ed1ffffffff
68494.37,8427ac3ffffffff
68817.65,8427ad5ffffffff
65964.89,8427a89ffffffff
61857.69,8426941ffffffff
55754.58,84260c3ffffffff
38513.97,8426e97ffffffff
64550.42,8426b21ffffffff
41114.17,8426587ffffffff
52840.69,84269d7ffffffff
65460.08,8426657ffffffff
50795.59,8427985ffffffff
50544.72,8427987ffffffff
56718.44,8426533ffffffff
61169.12,8426cb9ffffffff
48840.37,8426c97ffffffff
71591.49,84260dbffffffff
52740.92,84262b5ffffffff
54204.88,84270b1ffffffff
46179.41,842630bffffffff
48248.37,8426301ffffffff
51123.64,842630dffffffff
66506.33,842674bffffffff
72800.25,842636dffffffff
63597.9,84278d5ffffffff
61479,84275b7ffffffff
58070.35,8426333ffffffff
59081.24,8426063ffffffff
63245.64,84269d5ffffffff
56720.7,8426e6bffffffff
47955.71,842682dffffffff
48051.51,8426863ffffffff
47017.64,8426867ffffffff
46829.17,8426829ffffffff
64505.37,8426953ffffffff
69207.53,84262ebffffffff
47659.34,8426a13ffffffff
45083.28,8426a19ffffffff
48300.94,8426a11ffffffff
59741.42,8426acdffffffff
41336.07,8426d9bffffffff
63010.59,8426d07ffffffff
36437.5,8426d2bffffffff
59227.98,8426d39ffffffff
65860.25,8426761ffffffff
61726.37,8426253ffffffff
57760.54,84266cbffffffff
52340.23,8426935ffffffff
55741.82,84261a1ffffffff
79890.7,84261adffffffff
53900.12,84261e3ffffffff
47964.29,842646dffffffff
50154.24,842609dffffffff
71323.77,8426467ffffffff
48614.94,84270abffffffff
57965.73,8426089ffffffff
57440.31,8426c61ffffffff
56135.02,8426f1dffffffff
68641.7,8426211ffffffff
74078.6,8427aa5ffffffff
61387.8,8427853ffffffff
47894.81,8427857ffffffff
85402.54,84268c9ffffffff
66887,8426b49ffffffff
66887,84279a7ffffffff
66903.31,8426b4dffffffff
68763.42,84279a3ffffffff
55045.81,8426b4bffffffff
70008.43,8427183ffffffff
39598.84,8426e83ffffffff
53565.73,8426a17ffffffff
63264.15,84274b3ffffffff
73102.23,8427991ffffffff
64917.37,8427995ffffffff
42864.08,8426c39ffffffff
58670.59,8426ce7ffffffff
58595.55,8426ddbffffffff
51093.88,8426ed7ffffffff
41939.99,8427855ffffffff
30259.73,8427851ffffffff
53447.05,842785dffffffff
72883.11,8426c1dffffffff
60870.18,8426459ffffffff
51862.67,8427929ffffffff
42230.26,84274e9ffffffff
68299.07,8426263ffffffff
56574,84268cbffffffff
47051.83,8426edbffffffff
66116.09,8426dd9ffffffff
53618.39,8427801ffffffff
47347.28,8427803ffffffff
47673.28,842780bffffffff
46474.58,8427839ffffffff
50099.78,84261ebffffffff
51349.94,842618dffffffff
36394.41,84265c7ffffffff
49229.86,8426e37ffffffff
24612.49,84269b7ffffffff
37717.12,8426147ffffffff
37183.23,842614dffffffff
96819.63,84264d1ffffffff
59874.99,8426e31ffffffff
54595.05,8426e33ffffffff
49350.68,842641dffffffff
55451.42,84265b5ffffffff
50494.07,84279c1ffffffff
50644.71,84279c5ffffffff
75741.5,84279ebffffffff
49633.24,8427903ffffffff
45450.68,8427939ffffffff
54958.79,8427915ffffffff
42032.84,8427901ffffffff
52935.38,84270a5ffffffff
56445.44,8426303ffffffff
69245.56,842631dffffffff
52934.06,8426e0bffffffff
48763.83,8427503ffffffff
37460.46,84265ebffffffff
36693.9,8426155ffffffff
32695.76,8426109ffffffff
52290.47,8426b5dffffffff
63843.93,8426b51ffffffff
71550.61,8427a8bffffffff
48436.58,84269ddffffffff
53046.39,8426553ffffffff
33946.67,842795bffffffff
51487.17,8426937ffffffff
50260.03,8426933ffffffff
51192.21,8426931ffffffff
51619.7,842693bffffffff
49620.29,8426915ffffffff
46082.27,84269e5ffffffff
70964.69,8426967ffffffff
44196,84278abffffffff
58558.6,842788dffffffff
44222.38,8427885ffffffff
46950.78,84278e3ffffffff
52956.58,8426dd3ffffffff
50846.92,8426093ffffffff
66056,8426643ffffffff
41789.32,84279cbffffffff
47604.18,84279ddffffffff
36382.47,842611dffffffff
47194.11,8426ad5ffffffff
51619.77,84261c5ffffffff
54705.05,84261cdffffffff
42816.81,8426113ffffffff
63105.74,8426ed5ffffffff
34049.69,842610dffffffff
59797.08,8427081ffffffff
57637.89,8426ca7ffffffff
51434.04,842644bffffffff
61133.3,8426b23ffffffff
55879.91,8426b27ffffffff
59159.45,8427487ffffffff
61664.81,842676dffffffff
77861.5,84278cbffffffff
64005.68,8427ad1ffffffff
51584.76,842680bffffffff
60825.33,8426857ffffffff
47852.53,8427adbffffffff
63644.43,8426449ffffffff
64852.99,842749bffffffff
88359.91,8426c83ffffffff
63641.26,842663dffffffff
76904.46,8426ae1ffffffff
88414.18,8426ae5ffffffff
60582.8,84279abffffffff
76703.97,8426c19ffffffff
68253.6,8427a93ffffffff
73419.04,8426345ffffffff
85301.12,8426369ffffffff
58826.37,842634dffffffff
70844.74,8427a97ffffffff
62529.71,8426957ffffffff
66159.97,84269c7ffffffff
57336.33,842788bffffffff
70899.11,8427889ffffffff
56937.25,8427881ffffffff
55396.21,8426d3dffffffff
40318.95,8426d23ffffffff
33615.56,8426d21ffffffff
43064.63,8427931ffffffff
50932.71,8427935ffffffff
93544.2,8426669ffffffff
61856.7,84279e1ffffffff
63061.1,8426613ffffffff
82474,8426a2dffffffff
71902.61,8426a29ffffffff
78933.81,8426a25ffffffff
78834.05,8426a2bffffffff
82474,8426a21ffffffff
65985.28,8426b53ffffffff
72293.55,8427595ffffffff
55192.45,84275edffffffff
39283.51,8426691ffffffff
42910.44,84279c9ffffffff
43165.28,8427835ffffffff
41429,8427837ffffffff
43998.4,8427831ffffffff
53455.6,84279d9ffffffff
57658.05,8427833ffffffff
63401.26,8426069ffffffff
46941.61,842651bffffffff
39700.42,8427909ffffffff
50191.19,842790bffffffff
42441.37,842790dffffffff
57737.66,8426843ffffffff
61336.14,8426847ffffffff
46028.55,8426dd1ffffffff
60293.4,8427511ffffffff
62081.57,8427911ffffffff
61592.45,8427919ffffffff
61787.79,842791dffffffff
45893,8427823ffffffff
45893,842783dffffffff
46805.96,842782bffffffff
46134.45,8427807ffffffff
44284.01,8426d49ffffffff
54466.96,8426f35ffffffff
64823.25,84268c3ffffffff
53806.32,8426a87ffffffff
47773.19,8426f4dffffffff
48582.33,8426ce5ffffffff
67691.51,8426d35ffffffff
49155.48,8426d37ffffffff
73206.2,8426349ffffffff
43582.82,8426ea1ffffffff
40087.02,8426a57ffffffff
48481.88,8426a53ffffffff
84664.34,84260d9ffffffff
49146.36,84279d7ffffffff
51294.9,84279d1ffffffff
58304.81,84271d1ffffffff
52345.2,84271ddffffffff
62642.63,84278b5ffffffff
39682.29,8426dc7ffffffff
58888.18,8426e4bffffffff
67311.25,8426409ffffffff
75011.45,8426a05ffffffff
52971.09,8426061ffffffff
60435.8,842636bffffffff
58940.39,8426e35ffffffff
65878.66,842709bffffffff
89525.51,84262c9ffffffff
80818.26,84260e3ffffffff
80023.78,8427499ffffffff
58517.34,8426461ffffffff
34563.75,8426d2dffffffff
60062.59,84269e3ffffffff
63095.54,84269a9ffffffff
66084.37,84278c3ffffffff
65851.74,84278c7ffffffff
65266.49,84278c1ffffffff
58698.17,84269e7ffffffff
63929.78,84269adffffffff
56068.17,842606dffffffff
36963.31,842689dffffffff
53341.54,8426c17ffffffff
52577.85,842694dffffffff
49528.2,8426221ffffffff
44172.79,8426addffffffff
82504.98,8426361ffffffff
48260.74,842659bffffffff
78723.22,8426463ffffffff
44478.17,84268b1ffffffff
50147.75,8426e29ffffffff
56037.05,84275e3ffffffff
46222,8427861ffffffff
46222,8427b17ffffffff
46154.06,842782dffffffff
46222,8427869ffffffff
52611.82,8427863ffffffff
46222,8427867ffffffff
54207.38,842786bffffffff
48243.02,8427829ffffffff
58853.88,8427845ffffffff
85339.98,84278c9ffffffff
60453.47,84278ebffffffff
64014.15,84278e1ffffffff
61644.85,8427ad9ffffffff
67804.98,8427addffffffff
64883.45,84278e5ffffffff
56115.95,8427843ffffffff
57799.56,8427847ffffffff
59821.91,842780dffffffff
62854.84,8427841ffffffff
62384.02,8427805ffffffff
55018.58,842784bffffffff
59026.58,8426955ffffffff
60020.07,842690bffffffff
58181.44,8426909ffffffff
51155.12,8426903ffffffff
55889.31,842691dffffffff
76876.72,8426901ffffffff
50474.27,8427187ffffffff
69264.81,8427a81ffffffff
59921.33,8426115ffffffff
61403.8,8426139ffffffff
69257.46,8427481ffffffff
71753.84,8426d53ffffffff
73034.26,8427185ffffffff
84957,8426a01ffffffff
76982.76,8426a03ffffffff
84124.25,8426a07ffffffff
58240.2,8426a0bffffffff
43732.84,8426327ffffffff
39359,8426a1dffffffff
61606.11,8426117ffffffff
61918.87,8426131ffffffff
62031,842613bffffffff
51908.56,8427809ffffffff
47720.81,8427087ffffffff
37766.5,84270a1ffffffff
64583,8426b1dffffffff
64583,8426b19ffffffff
47806.2,8426de9ffffffff
48239,8426323ffffffff
50379.61,8427085ffffffff
47568.96,84270e3ffffffff
41051.1,8426d4dffffffff
57135,8426919ffffffff
68388.05,842684dffffffff
68461.95,842686bffffffff
88188,84266d5ffffffff
